id,method,text,banned_chars,output,constraint_violated,constraint_found,constraint_count,vrr,ttr,bigram_rep,trigram_rep,time_sec,constraint_type,genre,source_id
12,oneshot,政治における宣伝活動の重要性を認識する。,"か,き,く,け,こ",政治において広報活動の意義を理解する,True,"か,こ",3,0.538462,1.0,0.0,0.0,0.607811,medium,tatoeba,tatoeba:143207
13,sequential,彼の行った発見の価値は、その死後になって初めて分かった。,"か,き,く,け,こ",あいつの訪れた発露の意義は、その死後になって初めて悟りた。,False,,0,0.277778,0.888889,0.0,0.0,3.883916,medium,tatoeba,tatoeba:117409
13,oneshot,彼の行った発見の価値は、その死後になって初めて分かった。,"か,き,く,け,こ",彼の見出しめた事柄の意義は、その死の後に初めて理解された,True,"か,こ",3,0.444444,0.85,0.0,0.0,0.605932,medium,tatoeba,tatoeba:117409
14,sequential,うちのネコは無愛想だが自分にだけはなついてる。,い,うちのネコは無人柄だが自分にだけはなつかてる。,False,,0,0.2,0.933333,0.0,0.0,1.009966,easy,tatoeba,tatoeba:11024795
14,oneshot,うちのネコは無愛想だが自分にだけはなついてる。,い,我が家のねこは無表情だが、己にだけ懐いている。,True,い,2,0.466667,1.0,0.0,0.0,0.815899,easy,tatoeba,tatoeba:11024795
15,sequential,うちのネコは無愛想だが自分にだけはなついてる。,"あ,い,う,え,お",我が家のネコは無人懐っこさだが自分にだけはなつかてる。,False,,0,0.266667,0.9375,0.0,0.0,2.037207,medium,tatoeba,tatoeba:11024795
15,oneshot,うちのネコは無愛想だが自分にだけはなついてる。,"あ,い,う,え,お",我が家のねこは無表情だが自分だけは懐いている。,True,"い,う",4,0.533333,0.933333,0.0,0.0,0.50421,medium,tatoeba,tatoeba:11024795
16,sequential,うちのネコは無愛想だが自分にだけはなついてる。,"か,き,く,け,こ",うちのねずみは無愛想だが自分にのみはなついてる。,False,,0,0.133333,0.933333,0.0,0.0,0.914903,medium,tatoeba,tatoeba:11024795
16,oneshot,うちのネコは無愛想だが自分にだけはなついてる。,"か,き,く,け,こ",うちのねこは無愛想だが自分にだけなついている。,True,"け,こ",2,0.266667,1.0,0.0,0.0,0.599364,medium,tatoeba,tatoeba:11024795
17,sequential,彼は一生懸命やっているからうまくいくだろう。,い,彼は終始熱心やっておるからうまく進むだろう。,False,,0,0.333333,1.0,0.0,0.0,4.719184,easy,tatoeba,tatoeba:109938
17,oneshot,彼は一生懸命やっているからうまくいくだろう。,い,彼は全力を尽くしているから成功するだろう。,True,い,2,0.416667,1.0,0.0,0.0,0.840519,easy,tatoeba,tatoeba:109938
18,sequential,彼は一生懸命やっているからうまくいくだろう。,ら,彼は一生懸命やっているゆえにうまくいくだろう。,False,,0,0.083333,1.0,0.0,0.0,0.681426,easy,tatoeba,tatoeba:109938
18,oneshot,彼は一生懸命やっているからうまくいくだろう。,ら,彼は一生懸命努めているため、きっと成功するだろう。,False,,0,0.333333,1.0,0.0,0.0,0.709596,easy,tatoeba,tatoeba:109938
19,sequential,彼は一生懸命やっているからうまくいくだろう。,"あ,い,う,え,お",彼は限り真剣やって勤めからスムーズ進むきっと。,False,,0,0.5,1.0,0.0,0.0,16.069016,medium,tatoeba,tatoeba:109938
19,oneshot,彼は一生懸命やっているからうまくいくだろう。,"あ,い,う,え,お",彼は全力でやっているため、成功する可能性が高いだろう。,True,"い,う",7,0.416667,1.0,0.0,0.0,0.503841,medium,tatoeba,tatoeba:109938
20,sequential,あいつらが困ってるみたい。手伝ってくれない？,い,あやつらが困ってる様子。手伝ってくれやりません？,False,,0,0.25,1.0,0.0,0.0,1.219131,easy,tatoeba,tatoeba:1336406
20,oneshot,あいつらが困ってるみたい。手伝ってくれない？,い,あの人たちが苦労してるようだ。助けてやれないか？,True,い,1,0.5,1.0,0.0,0.0,1.529489,easy,tatoeba,tatoeba:1336406
21,sequential,あいつらが困ってるみたい。手伝ってくれない？,ら,あいつ共にが困ってるみたい。手伝ってくれない？,False,,0,0.083333,1.0,0.0,0.0,0.399104,easy,tatoeba,tatoeba:1336406
21,oneshot,あいつらが困ってるみたい。手伝ってくれない？,ら,あいつが困っているみたい。手伝ってくれない？,False,,0,0.333333,0.916667,0.0,0.0,0.496251,easy,tatoeba,tatoeba:1336406
22,sequential,あいつらが困ってるみたい。手伝ってくれない？,"あ,い,う,え,お",彼ららが困ってるみつめ。手伝ってくれできません？,False,,0,0.25,0.9375,0.0,0.0,3.790456,medium,tatoeba,tatoeba:1336406
22,oneshot,あいつらが困ってるみたい。手伝ってくれない？,"あ,い,う,え,お",彼らが苦しんでるみたい。助けてくれる？,True,い,1,0.5,1.0,0.0,0.0,0.489443,medium,tatoeba,tatoeba:1336406
23,sequential,母の日にお母さんにカーネーションをあげた。,さ,母の日にお母母にカーネーションをあげた。,False,,0,0.076923,0.769231,0.0,0.0,0.824863,easy,tatoeba,tatoeba:83118
23,oneshot,母の日にお母さんにカーネーションをあげた。,さ,母の記念日に母親に花を贈った。,False,,0,0.384615,0.916667,0.0,0.0,0.506248,easy,tatoeba,tatoeba:83118
24,sequential,母の日にお母さんにカーネーションをあげた。,"あ,い,う,え,お",母の日にご母さんにカーネーションを渡したた。,False,,0,0.153846,0.785714,0.0,0.0,1.837199,medium,tatoeba,tatoeba:83118
24,oneshot,母の日にお母さんにカーネーションをあげた。,"あ,い,う,え,お",母の日に母君に花を贈った,True,お,1,0.384615,0.818182,0.0,0.0,0.38085,medium,tatoeba,tatoeba:83118
25,sequential,僕の人生には何か欠けているものがあるような気がするんだ。,い,僕の暮らしには何か欠けておるものがあるような気がするんだ。,False,,0,0.095238,0.952381,0.0,0.0,8.412761,easy,tatoeba,tatoeba:82196
25,oneshot,僕の人生には何か欠けているものがあるような気がするんだ。,い,僕の人生には何か欠落しているものがあるように感じるんだ,True,い,2,0.285714,0.947368,0.0,0.0,0.811765,easy,tatoeba,tatoeba:82196
26,sequential,僕の人生には何か欠けているものがあるような気がするんだ。,"あ,い,う,え,お",僕の旅路には何か欠けているものが備わる感じるな気がするんだ。,True,い,1,0.142857,0.952381,0.0,0.0,33.360577,medium,tatoeba,tatoeba:82196
26,oneshot,僕の人生には何か欠けているものがあるような気がするんだ。,"あ,い,う,え,お",俺の人生には何か欠如しているものがあるように思えるんだ,True,"あ,い,う,え,お",7,0.333333,0.947368,0.0,0.0,0.618098,medium,tatoeba,tatoeba:82196
27,sequential,僕の人生には何か欠けているものがあるような気がするんだ。,"か,き,く,け,こ",俺の人生には何もしい失うているものがあるような印象がするんだ。,False,,0,0.190476,0.954545,0.0,0.0,4.703284,medium,tatoeba,tatoeba:82196
27,oneshot,僕の人生には何か欠けているものがあるような気がするんだ。,"か,き,く,け,こ",私の人生には何か不足しているものを感じる。,True,"か,く",4,0.52381,1.0,0.0,0.0,0.604185,medium,tatoeba,tatoeba:82196
28,sequential,彼はそこに行かなかった。私も行かなかった。,"か,き,く,け,こ",あの人はあれに訪れやめたた。わたしも去らずやめたた。,False,,0,0.5,0.722222,0.176471,0.125,5.991879,medium,tatoeba,tatoeba:113242
28,oneshot,彼はそこに行かなかった。私も行かなかった。,"か,き,く,け,こ",彼はそこへは行かなかった。私も足を運ばなかった。,True,"か,く,こ",7,0.142857,0.764706,0.125,0.066667,0.648821,medium,tatoeba,tatoeba:113242
29,sequential,現在は彼らが望むのは頭の上の屋根（家）だけである。,ら,現在は彼彼女が望むのは頭の上の屋根（家）だけである。,False,,0,0.05,0.85,0.0,0.0,0.81349,easy,tatoeba,tatoeba:174886
29,oneshot,現在は彼らが望むのは頭の上の屋根（家）だけである。,ら,今は彼らが望むのは頭の上の屋根だけである。,True,ら,1,0.2,0.823529,0.0,0.0,0.504442,easy,tatoeba,tatoeba:174886
30,sequential,現在は彼らが望むのは頭の上の屋根（家）だけである。,"あ,い,う,え,お",時点は彼らが望むのは屋根のてっぺんの屋根（屋根）だけで所属。,False,,0,0.25,0.75,0.0,0.0,9.61976,medium,tatoeba,tatoeba:174886
30,oneshot,現在は彼らが望むのは頭の上の屋根（家）だけである。,"あ,い,う,え,お",今は彼らが望むのは頭の上の屋根（家）だけである。,True,"あ,い,う,え",7,0.05,0.85,0.0,0.0,0.610505,medium,tatoeba,tatoeba:174886
31,sequential,現在は彼らが望むのは頭の上の屋根（家）だけである。,"か,き,く,け,こ",現在はあいつらが望むのは頭の上の屋根（家）のみである。,False,,0,0.1,0.85,0.0,0.0,1.530327,medium,tatoeba,tatoeba:174886
31,oneshot,現在は彼らが望むのは頭の上の屋根（家）だけである。,"か,き,く,け,こ",今は彼らが望むのは頭の上の屋根だけである。,True,"か,け",2,0.2,0.823529,0.0,0.0,0.567167,medium,tatoeba,tatoeba:174886
32,sequential,救援隊が到着したとき彼はまだ生きていた。,い,救援救援団が到着したとき彼はまだ存続て存続た。,False,,0,0.2,0.8125,0.0,0.0,2.799355,easy,tatoeba,tatoeba:182418
32,oneshot,救援隊が到着したとき彼はまだ生きていた。,い,救助隊が到着したとき彼はまだ存命だった,True,い,2,0.333333,0.923077,0.0,0.0,1.627784,easy,tatoeba,tatoeba:182418
33,sequential,救援隊が到着したとき彼はまだ生きていた。,"あ,い,う,え,お",救策班が着陸したとき彼はまだ存続て存続た。,False,,0,0.333333,0.866667,0.0,0.0,15.051897,medium,tatoeba,tatoeba:182418
33,oneshot,救援隊が到着したとき彼はまだ生きていた。,"あ,い,う,え,お",救援隊が到着したとき彼はまだ存命だった。,True,"い,う,え",5,0.2,0.928571,0.0,0.0,0.49495,medium,tatoeba,tatoeba:182418
34,sequential,救援隊が到着したとき彼はまだ生きていた。,"か,き,く,け,こ",援助隊が到達した時点あの人はまだ生存ていた。,False,,0,0.333333,0.9375,0.0,0.0,2.974146,medium,tatoeba,tatoeba:182418
34,oneshot,救援隊が到着したとき彼はまだ生きていた。,"か,き,く,け,こ",援助の者たちが到達したとき彼はなお存命だった,True,"か,き",2,1.0,0.933333,0.0,0.0,0.914687,medium,tatoeba,tatoeba:182418
35,sequential,レストランからは公園全体を見渡すことができますよ。,ら,レストハウスよりは公園全体を見渡すことができますよ。,False,,0,0.153846,1.0,0.0,0.0,1.531074,easy,tatoeba,tatoeba:9771113
35,oneshot,レストランからは公園全体を見渡すことができますよ。,ら,レストランからは緑地全体を見渡すことが可能です。,True,ら,2,0.307692,1.0,0.0,0.0,0.542192,easy,tatoeba,tatoeba:9771113
36,sequential,レストランからは公園全体を見渡すことができますよ。,"か,き,く,け,こ",レストランよりは広場全体を見渡す事態が見渡すますよ。,False,,0,0.307692,0.923077,0.0,0.0,4.567179,medium,tatoeba,tatoeba:9771113
36,oneshot,レストランからは公園全体を見渡すことができますよ。,"か,き,く,け,こ",レストランからは広場全体を見渡せますよ。,True,か,1,0.384615,1.0,0.0,0.0,1.013159,medium,tatoeba,tatoeba:9771113
37,sequential,娘は私の上衣の袖にすがりついて、私を行かせまいとした。,い,娘は私の上衣の袖にすがりつくて、私を出かけせさせまんとした。,False,,0,0.15,0.863636,0.0,0.0,1.383806,easy,tatoeba,tatoeba:80831
37,oneshot,娘は私の上衣の袖にすがりついて、私を行かせまいとした。,い,娘は私の上着の袖にすがりつき、私を離さまいとした,True,い,1,0.3,0.882353,0.0,0.0,1.063679,easy,tatoeba,tatoeba:80831
38,sequential,娘は私の上衣の袖にすがりついて、私を行かせまいとした。,"あ,い,う,え,お",娘は私のシャツの袖にすがりつきて、私を進めせやまぬとした。,False,,0,0.2,0.904762,0.0,0.0,3.574855,medium,tatoeba,tatoeba:80831
38,oneshot,娘は私の上衣の袖にすがりついて、私を行かせまいとした。,"あ,い,う,え,お",娘は私の着物の袖にすがりつき、私が離れぬようにした。,True,う,1,0.4,0.842105,0.0,0.0,0.60506,medium,tatoeba,tatoeba:80831
39,sequential,娘は私の上衣の袖にすがりついて、私を行かせまいとした。,"か,き,く,け,こ",娘はわたしの上衣の袖にすがりついて、我をいさせまいとした。,False,,0,0.2,0.95,0.0,0.0,1.63201,medium,tatoeba,tatoeba:80831
39,oneshot,娘は私の上衣の袖にすがりついて、私を行かせまいとした。,"か,き,く,け,こ",娘は私の上衣の袖にすがりつき、私を離さぬようにした。,True,"き,く",3,0.3,0.842105,0.0,0.0,1.0141,medium,tatoeba,tatoeba:80831
40,sequential,もっとお金があったら、買えるんだけどね。,ら,もっとお金があっもし、買えるんだけどね。,False,,0,0.076923,1.0,0.0,0.0,0.609565,easy,tatoeba,tatoeba:11563403
40,oneshot,もっとお金があったら、買えるんだけどね。,ら,もし資金が多ければ、購入できるのだけどね。,False,,0,0.692308,1.0,0.0,0.0,0.502917,easy,tatoeba,tatoeba:11563403
41,sequential,もっとお金があったら、買えるんだけどね。,"あ,い,う,え,お",もっと更に金がわかりませんたら、得んだけどね。,True,え,1,0.230769,0.933333,0.0,0.0,6.138104,medium,tatoeba,tatoeba:11563403
41,oneshot,もっとお金があったら、買えるんだけどね。,"あ,い,う,え,お",資金が増えたなら、購入可能だが残念ながら難しい。,True,"い,う,え",5,0.692308,0.928571,0.0,0.0,0.50768,medium,tatoeba,tatoeba:11563403
42,sequential,もっとお金があったら、買えるんだけどね。,"か,き,く,け,こ",もっとお資産があったら、手に入るんだただしね。,False,,0,0.230769,1.0,0.0,0.0,2.551581,medium,tatoeba,tatoeba:11563403
42,oneshot,もっとお金があったら、買えるんだけどね。,"か,き,く,け,こ",もしも資金が多いなら、手に入れることができるのにね。,True,"き,こ",3,0.692308,0.882353,0.0,0.0,0.558219,medium,tatoeba,tatoeba:11563403
43,sequential,私たちがココにそのニュースを知らせると。彼女は１０分間くらい黙っていました。,い,私たちがココにそのニュースを知らせると。彼女は１０分間ほど黙って黙るました。,False,,0,0.086957,0.956522,0.0,0.0,2.091486,easy,tatoeba,tatoeba:167323
43,oneshot,私たちがココにそのニュースを知らせると。彼女は１０分間くらい黙っていました。,い,我々が場所にその話題を伝えると。彼女は十数分間沈黙しておりました,True,い,1,0.478261,1.0,0.0,0.0,0.914486,easy,tatoeba,tatoeba:167323
44,sequential,私たちがココにそのニュースを知らせると。彼女は１０分間くらい黙っていました。,ら,私たちがココにそのニュースを知るせると。彼女は１０分間ほど黙っていました。,False,,0,0.086957,0.956522,0.0,0.0,0.889405,easy,tatoeba,tatoeba:167323
44,oneshot,私たちがココにそのニュースを知らせると。彼女は１０分間くらい黙っていました。,ら,私たちがこの場所でその話題を伝えると。彼女は十分ほど静かにしていました。,False,,0,0.391304,0.96,0.0,0.0,0.626143,easy,tatoeba,tatoeba:167323
45,sequential,私たちがココにそのニュースを知らせると。彼女は１０分間くらい黙っていました。,"あ,い,う,え,お",私たちがココにそのニュースを知らせると。彼女は１０分間ほど黙って黙りました。,False,,0,0.086957,0.956522,0.0,0.0,1.119712,medium,tatoeba,tatoeba:167323
45,oneshot,私たちがココにそのニュースを知らせると。彼女は１０分間くらい黙っていました。,"あ,い,う,え,お",我々が此処にその話題を伝えると。彼女は十刻ほど静かにしていた。,True,"い,う,え",4,0.478261,0.909091,0.0,0.0,0.505576,medium,tatoeba,tatoeba:167323
46,sequential,孤独だから、酒を飲んで寂しさをごまかしてるんだ。,さ,孤独だから、ひとちゅを飲んでみじめみたいをごまかしてるんだ。,False,,0,0.1875,0.882353,0.0,0.0,1.833557,easy,tatoeba,tatoeba:11023030
46,oneshot,孤独だから、酒を飲んで寂しさをごまかしてるんだ。,さ,孤独だから、酒を飲んで哀れみを誤魔化してるんだ。,True,さ,1,0.1875,0.866667,0.0,0.0,0.425092,easy,tatoeba,tatoeba:11023030
47,sequential,孤独だから、酒を飲んで寂しさをごまかしてるんだ。,ら,孤独だゆえに、酒を飲んで寂しさをごまかしてるんだ。,False,,0,0.0625,0.882353,0.0,0.0,0.684518,easy,tatoeba,tatoeba:11023030
47,oneshot,孤独だから、酒を飲んで寂しさをごまかしてるんだ。,ら,孤独ゆえに、酒を嗜み心の寂しさを隠している。,False,,0,0.6875,0.9375,0.0,0.0,0.465745,easy,tatoeba,tatoeba:11023030
48,sequential,孤独だから、酒を飲んで寂しさをごまかしてるんだ。,"か,き,く,け,こ",ひとりぼっちだため、酔いを飲んで寂しさを隠蔽てるんだ。,False,,0,0.25,0.875,0.0,0.0,5.974814,medium,tatoeba,tatoeba:11023030
48,oneshot,孤独だから、酒を飲んで寂しさをごまかしてるんだ。,"か,き,く,け,こ",一人だから、酒を飲んでさびしさをごまかしている。,True,"か,け",3,0.3125,0.933333,0.0,0.0,0.708293,medium,tatoeba,tatoeba:11023030
49,sequential,彼はかわいい女の子に僕を紹介してくれた。,い,彼は魅力的女の子に僕を交流してくれた。,False,,0,0.153846,1.0,0.0,0.0,6.751708,easy,tatoeba,tatoeba:1219150
49,oneshot,彼はかわいい女の子に僕を紹介してくれた。,い,彼は愛らしい女性に僕を案内してくれた,True,い,4,0.307692,1.0,0.0,0.0,0.60741,easy,tatoeba,tatoeba:1219150
50,sequential,彼はかわいい女の子に僕を紹介してくれた。,"あ,い,う,え,お",彼は魅力的娘に僕を伝達してくれた。,False,,0,0.230769,1.0,0.0,0.0,19.14479,medium,tatoeba,tatoeba:1219150
50,oneshot,彼はかわいい女の子に僕を紹介してくれた。,"あ,い,う,え,お",彼は愛らしい乙女に俺を紹介してくれた。,True,"あ,い,う,お",7,0.230769,1.0,0.0,0.0,0.703876,medium,tatoeba,tatoeba:1219150
51,sequential,彼はかわいい女の子に僕を紹介してくれた。,"か,き,く,け,こ",あいつは愛らしい少女に俺を案内してしてた。,False,,0,0.461538,0.857143,0.076923,0.0,4.195977,medium,tatoeba,tatoeba:1219150
51,oneshot,彼はかわいい女の子に僕を紹介してくれた。,"か,き,く,け,こ",彼は愛らしい女性に私を案内してくれた。,True,"か,く",3,0.307692,1.0,0.0,0.0,0.60633,medium,tatoeba,tatoeba:1219150
52,sequential,月曜までにすべてが整っていることが重要なのだ。,い,月曜までにすべてが整っておることが重要なのだ。,False,,0,0.066667,0.933333,0.0,0.0,1.43301,easy,tatoeba,tatoeba:175606
52,oneshot,月曜までにすべてが整っていることが重要なのだ。,い,月曜日までにすべてが整っていることが大切なのだ,True,い,2,0.933333,0.933333,0.0,0.0,0.603054,easy,tatoeba,tatoeba:175606
53,sequential,月曜までにすべてが整っていることが重要なのだ。,"あ,い,う,え,お",月次までにすべてが整っていることが不可欠なのだ。,True,い,1,0.133333,0.933333,0.0,0.0,28.157918,medium,tatoeba,tatoeba:175606
53,oneshot,月曜までにすべてが整っていることが重要なのだ。,"あ,い,う,え,お",月曜までにすべてが整うことが肝要だ。,True,う,3,0.4,0.909091,0.0,0.0,0.505321,medium,tatoeba,tatoeba:175606
54,sequential,月曜までにすべてが整っていることが重要なのだ。,"か,き,く,け,こ",月曜までにすべてが整っている前提が重要なのだ。,False,,0,0.066667,0.933333,0.0,0.0,0.699338,medium,tatoeba,tatoeba:175606
54,oneshot,月曜までにすべてが整っていることが重要なのだ。,"か,き,く,け,こ",月曜日までにすべてが整うことが重要だ。,True,こ,1,0.333333,0.916667,0.0,0.0,0.620062,medium,tatoeba,tatoeba:175606
55,sequential,下着は隠すものではなく見せるものである。,"あ,い,う,え,お",下着は隠すものではなく見せるもので示唆。,False,,0,0.083333,0.75,0.090909,0.0,9.417597,medium,tatoeba,tatoeba:2766189
55,oneshot,下着は隠すものではなく見せるものである。,"あ,い,う,え,お",衣類は隠すものではなく見せるものである。,True,"あ,い",3,0.083333,0.75,0.090909,0.0,0.709044,medium,tatoeba,tatoeba:2766189
56,sequential,下着は隠すものではなく見せるものである。,"か,き,く,け,こ",下着は見せるものでは不要見せるものである。,False,,0,0.166667,0.666667,0.181818,0.1,0.742539,medium,tatoeba,tatoeba:2766189
56,oneshot,下着は隠すものではなく見せるものである。,"か,き,く,け,こ",下衣は隠すものではなく見せるものである。,True,"か,く",4,0.083333,0.75,0.090909,0.0,0.57434,medium,tatoeba,tatoeba:2766189
57,sequential,トンネルを抜けると、広大な海が目の前に広がった。,"か,き,く,け,こ",トンネルを通じると、無辺な海が目の前に広がった。,False,,0,0.125,1.0,0.0,0.0,4.285307,medium,tatoeba,tatoeba:13146941
57,oneshot,トンネルを抜けると、広大な海が目の前に広がった。,"か,き,く,け,こ",洞路を抜けると、広い水域が目の前に広がった,True,"き,け",2,0.3125,1.0,0.0,0.0,0.925375,medium,tatoeba,tatoeba:13146941
58,sequential,なんの気なしに言っただけで、別に悪気があってのことではありません。,"あ,い,う,え,お",なんの気なしに告げただけで、別に悪気が気づきてのことでは含まれません。,False,,0,0.125,0.88,0.0,0.0,17.708126,medium,tatoeba,tatoeba:198801
58,oneshot,なんの気なしに言っただけで、別に悪気があってのことではありません。,"あ,い,う,え,お",何気なく伝えただけで、特に悪意があったわけではありません。,True,"あ,い,え",5,0.458333,0.9,0.0,0.0,0.540835,medium,tatoeba,tatoeba:198801
59,sequential,なんの気なしに言っただけで、別に悪気があってのことではありません。,"か,き,く,け,こ",なんの思慮なしに言ったのみで、別に悪気があっての事例ではありません。,False,,0,0.125,0.875,0.0,0.0,10.805253,medium,tatoeba,tatoeba:198801
59,oneshot,なんの気なしに言っただけで、別に悪気があってのことではありません。,"か,き,く,け,こ",特に意図せずに伝えただけで、悪意があったわけではありません。,True,"く,け",4,0.458333,0.904762,0.0,0.0,1.014988,medium,tatoeba,tatoeba:198801
60,sequential,偽造カードと暗証番号が揃えば、口座にある限りの現金が引き出されてしまう。,さ,偽造カードと暗証番号が揃えば、口座にある限りの現金が取り出しれてしまう。,False,,0,0.047619,0.952381,0.0,0.0,0.346373,easy,tatoeba,tatoeba:74885
60,oneshot,偽造カードと暗証番号が揃えば、口座にある限りの現金が引き出されてしまう。,さ,偽造カードと暗証番号が揃えば、口座にある限りの現金が引き出されてしまう。,True,さ,1,0.0,0.952381,0.0,0.0,0.56245,easy,tatoeba,tatoeba:74885
61,sequential,偽造カードと暗証番号が揃えば、口座にある限りの現金が引き出されてしまう。,"あ,い,う,え,お",模範カードとPINコードがそろわば、預金に持ち限りの現金が引き出されてなくなる。,False,,0,0.333333,0.952381,0.0,0.0,14.738205,medium,tatoeba,tatoeba:74885
